Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
Love's Divine;Seal;326860;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149516;48773;en
Dreaming in Metaphors;Seal;294800;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149517;48773;en
Prayer for the Dying;Seal;304130;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149518;48773;en
Heavenly... (Good Feeling);Seal;306890;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149519;48773;en
Bring It On;Seal;353770;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149520;48773;en
Lay Me Down;The Wreckers;214860;False;2006-05-23T00:00:00+04:00;country;39;38;5;149521;58130;en
The Good Kind;The Wreckers;225640;False;2006-05-23T00:00:00+04:00;country;39;38;5;149522;58130;en
Hard to Love You;The Wreckers;232690;False;2006-05-23T00:00:00+04:00;country;39;38;5;149523;58130;en
One More Girl;The Wreckers;318290;False;2006-05-23T00:00:00+04:00;country;39;38;5;149524;58130;en
My, Oh My;The Wreckers;210930;False;2006-05-23T00:00:00+04:00;country;39;38;5;149525;58130;en
Way Back Home;The Wreckers;198000;False;2006-05-23T00:00:00+04:00;country;39;38;5;149526;58130;en
Tennessee;The Wreckers;261220;False;2006-05-23T00:00:00+04:00;country;39;38;5;149527;58130;en
Cigarettes;The Wreckers;198660;False;2006-05-23T00:00:00+04:00;country;39;38;5;149528;58130;en
Stand Still, Look Pretty;The Wreckers;166240;False;2006-10-28T00:00:00+04:00;country;39;38;1;149529;58130;en
Crazy People;The Wreckers;189560;False;2006-05-23T00:00:00+04:00;country;39;38;5;149530;58130;en
Rain;The Wreckers;245930;False;2006-05-23T00:00:00+04:00;country;39;38;5;149531;58130;en
Leave the Pieces;The Wreckers;210560;False;2006-05-23T00:00:00+04:00;country;39;38;5;149532;58130;en
I Wasn't Prepared;Eisley;202400;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149533;58135;en
Marvelous Things;Eisley;211580;False;2007-08-14T00:00:00+04:00;alternative;87;161;12;149534;58135;en
Trolley Wood;Eisley;202810;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149535;58135;en
Just Like We Do;Eisley;189370;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149536;58135;en
Lost at Sea;Eisley;218690;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149537;58135;en
Golly Sandra;Eisley;209280;False;2007-08-14T00:00:00+04:00;alternative;87;161;12;149538;58135;en
Plenty of Paper;Eisley;201170;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149539;58135;en
My Lovely;Eisley;206420;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149540;58135;en
Telescope Eyes;Eisley;183880;False;2005-01-25T00:00:00+03:00;alternative;87;161;4;149541;58135;en
Brightly Wound;Eisley;218490;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149542;58135;en
Memories;Eisley;207740;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149543;58135;en
One Day I Slowly Floated Away;Eisley;215620;False;2005-02-08T00:00:00+03:00;rock;87;161;11;149544;58135;en
We Can't Be Friends;American Hi-Fi;202460;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149545;14898;en
The Everlasting Fall;American Hi-Fi;209800;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149546;14898;en
Highs and Lows;American Hi-Fi;197330;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149548;14898;en
Hearts on Parade;American Hi-Fi;323580;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149549;14898;en
Separation Anxiety;American Hi-Fi;215660;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149550;14898;en
The Geeks Get the Girls;American Hi-Fi;170180;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149551;14898;en
Something Real;American Hi-Fi;230290;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149552;14898;en
Hell Yeah!;American Hi-Fi;186620;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149553;14898;en
Maybe Won't Do;American Hi-Fi;206840;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149554;14898;en
Baby Come Home;American Hi-Fi;171860;False;2005-04-12T00:00:00+04:00;pop;69;4284;24;149555;14898;en
Lucid;Idiot Pilot;285840;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149556;58137;en
A Light at the End of the Tunnel;Idiot Pilot;193160;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149557;58137;en
Open Register;Idiot Pilot;285150;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149558;58137;en
Les Lumieres;Idiot Pilot;257000;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149559;58137;en
Sparkplug;Idiot Pilot;220320;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149560;58137;en
Nightlife;Idiot Pilot;248030;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149561;58137;en
The Violent Tango;Idiot Pilot;219770;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149562;58137;en
Moerae (The Locust);Idiot Pilot;234130;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149563;58137;en
Militance Prom;Idiot Pilot;170090;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149564;58137;en
Strange We Should Meet Here;Idiot Pilot;279520;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149565;58137;en
To Buy a Gun;Idiot Pilot;260620;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149566;58137;en
Losing Color;Idiot Pilot;233570;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149567;58137;en
A Day in the Life of a Poolshark;Idiot Pilot;263530;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149568;58137;en
Arrhythmia;Idiot Pilot;273780;False;2004-11-30T00:00:00+03:00;posthardcore;44;718;143;149569;58137;en
What If I Lost It;Bloodsimple;204460;False;2005-03-29T00:00:00+04:00;rock;22;428;117;149570;58140;en
Straight Hate;Bloodsimple;285490;True;2005-03-29T00:00:00+04:00;rock;22;428;117;149571;58140;en
Cruel World;Bloodsimple;234760;False;2005-03-29T00:00:00+04:00;rock;22;428;117;149572;58140;en
Falling Backwards;Bloodsimple;230660;True;2005-03-29T00:00:00+04:00;rock;22;428;117;149573;58140;en
The Leaving Song;Bloodsimple;272220;False;2005-03-29T00:00:00+04:00;rock;22;428;117;149574;58140;en
Flatlined;Bloodsimple;253930;False;2005-03-29T00:00:00+04:00;rock;22;428;117;149575;58140;en
Path to Prevail;Bloodsimple;196320;True;2005-03-29T00:00:00+04:00;rock;22;428;117;149576;58140;en
Running from Nothing;Bloodsimple;251930;True;2005-03-29T00:00:00+04:00;rock;22;428;117;149577;58140;en
Blood in Blood Out;Bloodsimple;139530;True;2005-03-29T00:00:00+04:00;rock;22;428;117;149578;58140;en
Plunder;Bloodsimple;405240;False;2005-03-29T00:00:00+04:00;rock;22;428;117;149579;58140;en
Sell Me Out;Bloodsimple;218530;False;2005-03-29T00:00:00+04:00;rock;22;428;117;149580;58140;en
Vampire Heart;HIM;285620;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149581;48843;en
Under The Rose;HIM;289730;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149582;48843;en
Play Dead;HIM;276130;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149583;48843;en
Wings of a Butterfly;HIM;209800;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149584;48843;en
The Face Of God;HIM;274020;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149585;48843;en
Killing Loneliness;HIM;270550;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149586;48843;en
Drunk On Shadows;HIM;229460;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149587;48843;en
Dark Light;HIM;270770;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149588;48843;en
Behind The Crimson Door;HIM;277200;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149589;48843;en
In The NightSide Of Eden;HIM;339810;False;2005-09-26T00:00:00+04:00;gothicmetal;105;103650;2402;149590;48843;en
Ramblin' On My Mind;Eric Clapton;458780;False;1996-09-02T00:00:00+04:00;blues;603;1046570;195;149593;672;en
L'Appuntamento;Ornella Vanoni;273940;False;2014-05-22T00:00:00+04:00;pop;527;4962;72;149601;57388;it
Cellar Door;Holly Brook;328260;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149611;58155;en
Curious;Holly Brook;255290;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149612;58155;en
Saturdays;Holly Brook;182300;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149613;58155;en
All Will Be Forgotten;Holly Brook;250800;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149614;58155;en
Again & Again;Holly Brook;258400;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149615;58155;en
Giving It up for You;Holly Brook;243220;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149616;58155;en
What I Wouldn't Give;Holly Brook;315840;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149617;58155;en
Heavy;Holly Brook;264260;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149618;58155;en
Like Blood Like Honey;Holly Brook;214200;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149619;58155;en
Still Love;Holly Brook;257410;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149620;58155;en
Wanted;Holly Brook;236400;False;2006-05-23T00:00:00+04:00;pop;17;315;26;149621;58155;en
Opposite Ends;The Crimea;258840;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149622;58073;en
Baby Boom;The Crimea;228660;False;2006-08-28T00:00:00+04:00;alternative;53;20;;149623;58073;en
Bad Vibrations;The Crimea;233290;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149624;58073;en
White Russian Galaxy;The Crimea;194960;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149625;58073;en
Lottery Winners on Acid;The Crimea;213730;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149626;58073;en
Girl Just Died;The Crimea;230000;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149627;58073;en
Here Comes the Suffering;The Crimea;186330;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149629;58073;en
Someone's Crying;The Crimea;299240;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149630;58073;en
The Great Unknown;The Crimea;338700;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149631;58073;en
Gazillions of Miniature Violins;The Crimea;240860;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149633;58073;en
Losing My Hair;The Crimea;201000;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149634;58073;en
Howling at the Moon;The Crimea;168620;False;2005-09-13T00:00:00+04:00;alternative;53;20;8;149635;58073;en
Toddler Mail;Larry The Cable Guy;424170;False;2005-03-29T00:00:00+04:00;;165;2;1;149649;48299;en
Set It Off;Static-X;235370;True;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149653;48811;en
Just in Case;Static-X;264130;False;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149654;48811;en
Start a War;Static-X;164700;True;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149655;48811;en
Skinnyman;Static-X;220130;True;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149656;48811;en
Pieces;Static-X;158260;True;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149657;48811;en
I'm the One;Static-X;156730;False;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149658;48811;en
The Enemy;Static-X;148560;False;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149659;48811;en
Dirthouse;Static-X;183690;True;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149660;48811;en
Brainfog;Static-X;140410;False;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149661;48811;en
I Want to Fucking Break It;Static-X;162930;False;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149662;48811;en
Night Terrors;Static-X;189090;False;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149663;48811;en
Otsego Amigo;Static-X;165970;True;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149664;48811;en
My Damnation;Static-X;241360;False;2005-06-14T00:00:00+04:00;numetal;102;450165;2517;149665;48811;en
Killer;Seal;401760;False;2003-08-19T00:00:00+04:00;pop;242;21582;33;149666;48773;en
Love's Divine;Seal;527420;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149667;48773;en
Killer  [Pt. 1];Seal;462260;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149668;48773;en
Crazy;Seal;422160;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149669;48773;en
The Beginning;Seal;547090;False;2003-08-12T00:00:00+04:00;pop;242;21582;25;149670;48773;en
Kiss from a Rose;Seal;404680;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149671;48773;en
Waiting for You;Seal;462340;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149672;48773;en
I'm Alive;Seal;828060;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149673;48773;en
Don't Cry;Seal;262400;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149674;48773;en
Crazy;Seal;325740;False;2003-08-12T00:00:00+04:00;pop;242;21582;232;149675;48773;en
Newborn Friend;Seal;548860;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149676;48773;en
Future Love Paradise;Seal;392480;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149677;48773;en
Get It Together;Seal;605220;False;2009-02-20T00:00:00+03:00;pop;242;21582;57;149678;48773;en
Guilt Is a Useless Emotion;New Order;336920;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149679;11112;en
Waiting for the Sirens' Call;New Order;339730;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149680;11112;en
Dracula's Castle;New Order;337260;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149681;11112;en
I Told You So;New Order;357510;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149682;11112;en
Morning Night and Day;New Order;308040;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149683;11112;en
Krafty;New Order;273340;False;2005-03-07T00:00:00+03:00;rock;189;369421;9;149684;11112;en
Who's Joe?;New Order;343440;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149685;11112;en
Working Overtime;New Order;207000;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149686;11112;en
Jetstream;New Order;320980;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149687;11112;en
Hey Now What You Doing;New Order;313200;False;2015-09-25T00:00:00+03:00;newwave;189;369421;372;149688;11112;en
Turn;New Order;252240;False;2005-09-30T00:00:00+04:00;newwave;189;369421;522;149689;11112;en
Beast on the Mic;Cowboy Troy;206640;False;2005-05-17T00:00:00+04:00;country;94;22;3;149692;45871;en
Wrap Around the World;Cowboy Troy;230570;False;2005-05-17T00:00:00+04:00;country;94;22;3;149693;45871;en
I Play Chicken with the Train (with Big & Rich);Cowboy Troy;196890;False;2005-05-17T00:00:00+04:00;country;94;22;3;149696;45871;en
El Tejano;Cowboy Troy;216410;False;2005-05-17T00:00:00+04:00;country;94;22;3;149698;45871;en
If You Don't Wanna Love Me;Cowboy Troy;295850;False;2005-05-17T00:00:00+04:00;country;94;22;3;149700;45871;en
Crick in My Neck;Cowboy Troy;200200;False;2005-05-17T00:00:00+04:00;country;94;22;3;149701;45871;en
Do Your Thang;Cowboy Troy;215450;False;2005-05-17T00:00:00+04:00;country;94;22;3;149702;45871;en
All Will Be Well;The Gabe Dixon Band;245930;False;2005-06-14T00:00:00+04:00;rock;28;33;1;149703;38262;en
Five More Hours;The Gabe Dixon Band;241960;False;2005-06-14T00:00:00+04:00;rock;28;33;1;149706;38262;en
Ever After You;The Gabe Dixon Band;240260;False;2005-06-14T00:00:00+04:00;rock;28;33;1;149708;38262;en
Can I Get an Amen;Shannon Brown;247730;False;2006-02-28T00:00:00+03:00;country;19;3;;149711;45675;en
Something Good;Shannon Brown;267040;False;2006-02-28T00:00:00+03:00;country;19;3;;149713;45675;en
Good Ole Days;Shannon Brown;210650;False;2006-02-28T00:00:00+03:00;country;19;3;;149714;45675;en
Small Town Girl;Shannon Brown;258330;False;2006-02-28T00:00:00+03:00;country;19;3;;149715;45675;en
Corn Fed;Shannon Brown;197680;False;2006-02-28T00:00:00+03:00;country;19;3;;149716;45675;en
High Horses;Shannon Brown;235300;False;2006-02-28T00:00:00+03:00;country;19;3;;149719;45675;en
Why;Shannon Brown;299740;False;2006-02-28T00:00:00+03:00;country;19;3;;149721;45675;en
Mi Mancherai (Il Postino);Josh Groban;433690;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149722;615;it
Never Let Go;Josh Groban;286130;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149723;615;en
Remember;Josh Groban;282400;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149724;615;en
Canto Alla Vita;Josh Groban;320130;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149725;615;it
Mi Morena;Josh Groban;286260;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149726;615;en
Remember When It Rained;Josh Groban;299200;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149727;615;en
America;Josh Groban;230770;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149728;615;en
Oceano;Josh Groban;236460;False;2004-12-07T00:00:00+03:00;modern;222;6978;118;149729;615;it
The Sound Of White;Missy Higgins;290990;False;2005-08-23T00:00:00+04:00;pop;113;473;;149730;48407;en
Scar;Missy Higgins;211890;False;2005-04-12T00:00:00+04:00;alternative;113;473;5;149731;48407;en
The Special Two;Missy Higgins;266240;False;2018-11-23T00:00:00+03:00;foreignbard;113;473;36;149732;48407;en
Unbroken;Missy Higgins;221220;False;2005-08-23T00:00:00+04:00;pop;113;473;;149733;48407;en
(De Luxe) Immer Wieder;Secret Machines;479540;False;2005-06-07T00:00:00+04:00;alternative;43;67;5;149734;6829;en
Better Bring Your Friends;Secret Machines;188040;False;2005-06-07T00:00:00+04:00;alternative;43;67;5;149735;6829;en
The Road Leads Where It's Led;Secret Machines;241690;False;2005-06-07T00:00:00+04:00;alternative;43;67;5;149737;6829;en
Astral Weeks;Secret Machines;363260;False;2005-06-07T00:00:00+04:00;alternative;43;67;5;149739;6829;en
Gift Tax;Future Pigeon;227480;False;2005-06-26T00:00:00+04:00;reggae;4;0;;149749;58178;en
Back Then;Mike Jones;244180;True;2007-11-20T00:00:00+03:00;rap;409;146;41;149751;43914;en
Got It Sewed Up;Mike Jones;198220;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149752;43914;en
Cuttin';Mike Jones;231740;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149753;43914;en
Grandma;Mike Jones;316180;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149755;43914;en
Laws Patrolling;Mike Jones;173660;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149756;43914;en
Know What I'm Sayin';Mike Jones;247340;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149757;43914;en
Screw Dat;Mike Jones;199080;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149758;43914;en
Scandalous Hoes;Mike Jones;203720;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149759;43914;en
Flossin';Mike Jones;191160;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149760;43914;en
Still Tippin';Mike Jones;271040;True;2007-11-20T00:00:00+03:00;rap;409;146;41;149761;43914;en
What Ya Know About...;Mike Jones;224690;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149762;43914;en
Turning Lane;Mike Jones;262900;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149763;43914;en
5 Years From Now;Mike Jones;227410;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149764;43914;en
Type of Nigga U Need;Mike Jones;237610;True;2005-04-19T00:00:00+04:00;rap;409;146;40;149765;43914;en
Laws Patrolling  [Screwed & Chopped];Mike Jones;214880;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149766;43914;en
What Ya Know About...  [Screwed & Chopped];Mike Jones;282420;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149767;43914;en
Back Then;Mike Jones;341660;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149769;43914;en
Know What I'm Sayin'  [Screwed & Chopped];Mike Jones;265800;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149770;43914;en
Got It Sewed Up;Mike Jones;348460;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149771;43914;en
Scandalous Hoes  [Screwed & Chopped];Mike Jones;256850;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149772;43914;en
Cuttin';Mike Jones;278680;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149773;43914;en
Turning Lane;Mike Jones;319240;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149774;43914;en
5 Years From Now  [Screwed & Chopped];Mike Jones;277860;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149775;43914;en
Screw Dat;Mike Jones;258200;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149776;43914;en
Grandma;Mike Jones;364780;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149777;43914;en
Flossin'  [Screwed & Chopped];Mike Jones;196000;False;2005-04-19T00:00:00+04:00;rap;409;146;5;149778;43914;en
Drop The Mirror;Missy Higgins;274810;False;2010-08-16T00:00:00+04:00;alternative;113;473;6;149779;48407;en
The Special Two;Missy Higgins;266090;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149781;48407;en
You Just Like Me 'Cause I'm Good In Bed;Missy Higgins;164880;False;2010-08-16T00:00:00+04:00;alternative;113;473;6;149782;48407;en
